time height vel dragX dragY
0.00000000000 8.00000000000e-01 0.00000000000e+00 0.00000000000e+00 0.00000000000e+00
0.00007812500 7.99999993932e-01 -7.76749482200e-05 0.00000000000e+00 5.76066278427e-03
0.00015625000 7.99999983827e-01 -1.55180014686e-04 0.00000000000e+00 9.02239245175e-03
0.00023437500 7.99999968348e-01 -2.32506427156e-04 0.00000000000e+00 1.13653059710e-02
0.00031250000 7.99999947060e-01 -3.09672868974e-04 0.00000000000e+00 1.32933568923e-02
0.00039062500 7.99999919824e-01 -3.86697665791e-04 0.00000000000e+00 1.49891287657e-02
0.00046875000 7.99999886599e-01 -4.63594924877e-04 0.00000000000e+00 1.65313251580e-02
0.00054687500 7.99999847380e-01 -5.40375223586e-04 0.00000000000e+00 1.79607229474e-02
0.00062500000 7.99999802169e-01 -6.17046682654e-04 0.00000000000e+00 1.93018976271e-02
0.00070312500 7.99999750973e-01 -6.93615747690e-04 0.00000000000e+00 2.05712893446e-02
0.00078125000 7.99999693799e-01 -7.70087692965e-04 0.00000000000e+00 2.17806669606e-02
0.00085937500 7.99999630654e-01 -8.46466943129e-04 0.00000000000e+00 2.29388465955e-02
0.00093750000 7.99999561545e-01 -9.22757284246e-04 0.00000000000e+00 2.40526516128e-02
0.00101562500 7.99999486480e-01 -9.98962007462e-04 0.00000000000e+00 2.51274974111e-02
0.00109375000 7.99999405464e-01 -1.07508401051e-03 0.00000000000e+00 2.61677701167e-02
0.00117187500 7.99999318504e-01 -1.15112587178e-03 0.00000000000e+00 2.71770829386e-02
0.00125000000 7.99999225607e-01 -1.22708990598e-03 0.00000000000e+00 2.81584557097e-02
0.00132812500 7.99999126778e-01 -1.30297820674e-03 0.00000000000e+00 2.91144441199e-02
0.00140625000 7.99999022022e-01 -1.37879268018e-03 0.00000000000e+00 3.00472348911e-02
0.00148437500 7.99998911347e-01 -1.45453507147e-03 0.00000000000e+00 3.09587172498e-02
0.00156250000 7.99998794757e-01 -1.53020698640e-03 0.00000000000e+00 3.18505375180e-02
0.00164062500 7.99998672258e-01 -1.60580990902e-03 0.00000000000e+00 3.27241414358e-02
0.00171875000 7.99998543854e-01 -1.68134521617e-03 0.00000000000e+00 3.35808074098e-02
0.00179687500 7.99998409553e-01 -1.75681418975e-03 0.00000000000e+00 3.44216729458e-02
0.00187500000 7.99998269357e-01 -1.83221802699e-03 0.00000000000e+00 3.52477558925e-02
0.00195312500 7.99998123274e-01 -1.90755784922e-03 0.00000000000e+00 3.60599716843e-02
0.00203125000 7.99997971306e-01 -1.98283470936e-03 0.00000000000e+00 3.68591474674e-02
0.00210937500 7.99997813461e-01 -2.05804959848e-03 0.00000000000e+00 3.76460337702e-02
0.00218750000 7.99997649741e-01 -2.13320345141e-03 0.00000000000e+00 3.84213142239e-02
0.00226562500 7.99997480152e-01 -2.20829715167e-03 0.00000000000e+00 3.91856137181e-02
0.00234375000 7.99997304699e-01 -2.28333153585e-03 0.00000000000e+00 3.99395052925e-02
0.00242187500 7.99997123386e-01 -2.35830739746e-03 0.00000000000e+00 4.06835159986e-02
0.00250000000 7.99996936218e-01 -2.43322549029e-03 0.00000000000e+00 4.14181319155e-02
0.00257812500 7.99996743199e-01 -2.50808653152e-03 0.00000000000e+00 4.21438024683e-02
0.00265625000 7.99996544334e-01 -2.58289120442e-03 0.00000000000e+00 4.28609441639e-02
0.00273437500 7.99996339627e-01 -2.65764016081e-03 0.00000000000e+00 4.35699438420e-02
0.00281250000 7.99996129082e-01 -2.73233402328e-03 0.00000000000e+00 4.42711615154e-02
0.00289062500 7.99995912704e-01 -2.80697338718e-03 0.00000000000e+00 4.49649328644e-02
0.00296875000 7.99995690497e-01 -2.88155882247e-03 0.00000000000e+00 4.56515714350e-02
0.00304687500 7.99995462465e-01 -2.95609087535e-03 0.00000000000e+00 4.63313705855e-02
0.00312500000 7.99995228612e-01 -3.03057006979e-03 0.00000000000e+00 4.70046052154e-02
0.00320312500 7.99994988942e-01 -3.10499690891e-03 0.00000000000e+00 4.76715333064e-02
0.00328125000 7.99994743460e-01 -3.17937187626e-03 0.00000000000e+00 4.83323973018e-02
